date,EPA_PM2.5,EPA_PM10,EPA_NO2,Monitor35_PM2.5,Monitor35_PM10,Monitor35_NO2,Monitor36_PM2.5,Monitor36_PM10,Monitor36_NO2
2023-05-13T15:00:00+0000,13.21,15.72,15.82,25,31,8.111590801,14.66666667,14.66666667,6.29128427
2023-05-13T16:00:00+0000,13.52,16.92,19.05,26.33333333,35.33333333,8.608846659,18,18,6.895874081
2023-05-13T17:00:00+0000,16.42,19.2,22.51,35.33333333,45.66666667,8.084199685,17.66666667,17.66666667,6.674684276
2023-05-13T18:00:00+0000,16.51,18.44,11.8,43,49.33333333,7.810393003,16.33333333,16.33333333,7.242301416
2023-05-13T19:00:00+0000,14.92,18.09,14.46,52.33333333,58,7.868630891,17.66666667,17.66666667,7.351877448
2023-05-13T20:00:00+0000,14.75,19.64,21.83,47.33333333,52,8.027593029,19.33333333,19.33333333,7.287819052
2023-05-13T21:00:00+0000,15.8,18.52,26.18,46.66666667,51.66666667,8.287860022,20.33333333,20.33333333,7.145566773
2023-05-13T22:00:00+0000,15.76,19.19,21.34,51,52.33333333,8.460790047,20,20,6.962818566
2023-05-13T23:00:00+0000,15.82,21.92,29.64,54.5,62.5,8.8268335,20.66666667,20.66666667,6.593039672
2023-05-14T00:00:00+0000,10.52,12.64,37.55,46.66666667,64,9.615168482,8.333333333,8.333333333,6.670991281
2023-05-14T01:00:00+0000,4.9,6.86,9.47,17.66666667,23.33333333,9.323386625,0.666666667,0.666666667,6.19597254
2023-05-14T02:00:00+0000,4.62,6.31,9.55,14,15.66666667,8.780275144,1,1,6.098433593
2023-05-14T03:00:00+0000,5.16,6.73,14.99,44.66666667,51.66666667,8.129125963,0.666666667,0.666666667,6.057284212
2023-05-14T04:00:00+0000,5.58,7.5,17.46,54.66666667,56.66666667,8.165759631,0,0,6.514078269
2023-05-14T05:00:00+0000,6.55,10.19,21.16,57,61.66666667,8.598048075,1,1,6.850060236
2023-05-14T06:00:00+0000,7.41,12.77,37.66,64,72.33333333,8.783862763,2.666666667,2.666666667,7.950696852
